,country,H,H1,H12,H123,H1_2
990,CAF (An. gambiae),0.7189324437030858,0.2876033057851239,0.3547107438016528,0.3976859504132231,0.03333333333333322
991,CAF (An. gambiae),0.6482068390325273,0.35768595041322304,0.4328925619834711,0.48049586776859504,0.023798521256931174
992,CAF (An. gambiae),0.5949958298582152,0.4104132231404957,0.45669421487603307,0.49338842975206604,0.013290374546918735
993,CAF (An. gambiae),0.640867389491243,0.36495867768595014,0.3976859504132231,0.420495867768595,0.013586956521738426
994,CAF (An. gambiae),0.662051709758132,0.34396694214876006,0.3757024793388429,0.39785123966942143,0.01585776069197432
995,CAF (An. gambiae),0.8643869891576313,0.1434710743801653,0.26495867768595033,0.2927272727272726,0.29435483870967744
996,CAF (An. gambiae),0.9658048373644703,0.042975206611570255,0.06876033057851239,0.11008264462809916,0.675
997,CAF (An. gambiae),0.9644703919933277,0.044297520661157025,0.07008264462809916,0.10314049586776858,0.6847014925373135
998,CAF (An. gambiae),0.9547956630525438,0.05388429752066116,0.0796694214876033,0.12925619834710744,0.74079754601227
999,CAF (An. gambiae),0.9783152627189324,0.030578512396694204,0.0424793388429752,0.06495867768595041,0.781081081081081
1000,CAF (An. gambiae),0.9421184320266889,0.06644628099173555,0.10809917355371901,0.1571900826446281,0.4514925373134329
1001,CAF (An. gambiae),0.8708924103419515,0.13702479338842977,0.2494214876033058,0.3029752066115702,0.3027744270205068
1002,CAF (An. gambiae),0.9479566305254379,0.060661157024793404,0.10033057851239668,0.1373553719008264,0.455040871934605
1003,CAF (An. gambiae),0.9561301084236864,0.05256198347107439,0.08909090909090908,0.11884297520661158,0.5455974842767296
1004,CAF (An. gambiae),0.8997497914929108,0.10842975206611571,0.1629752066115702,0.20561983471074377,0.16996951219512207
1005,CAF (An. gambiae),0.9247706422018348,0.08363636363636365,0.12528925619834708,0.16809917355371892,0.22529644268774737
1006,CAF (An. gambiae),0.9154295246038365,0.09289256198347108,0.13752066115702474,0.1826446280991735,0.1992882562277582
1007,CAF (An. gambiae),0.8090075062552127,0.19834710743801653,0.22214876033057848,0.2474380165289256,0.04000000000000008
1008,CAF (An. gambiae),0.8156797331109258,0.19173553719008266,0.23057851239669422,0.26495867768595033,0.04784482758620707
1009,CAF (An. gambiae),0.8378648874061717,0.16975206611570254,0.20611570247933889,0.23851239669421492,0.057448880233690505
1010,CAF (An. gambiae),0.8235195996663887,0.18396694214876033,0.21438016528925619,0.2474380165289256,0.049415992812219395
1011,CAF (An. gambiae),0.7683069224353627,0.23867768595041325,0.2737190082644628,0.29256198347107437,0.027354570637119192
1012,CAF (An. gambiae),0.7504587155963304,0.25636363636363624,0.2927272727272727,0.3122314049586777,0.024822695035460515
1013,CAF (An. gambiae),0.7110925771476232,0.29537190082644615,0.3538842975206612,0.37537190082644634,0.026021264689423177
1014,CAF (An. gambiae),0.8380316930775646,0.16958677685950416,0.2406611570247934,0.28446280991735534,0.09892787524366475
1015,CAF (An. gambiae),0.7946622185154296,0.21256198347107436,0.2773553719008265,0.33388429752066123,0.06648522550544322
1016,CAF (An. gambiae),0.8075062552126772,0.19983471074380166,0.2775206611570248,0.3434710743801653,0.08643507030603818
1017,CAF (An. gambiae),0.8051709758131776,0.2021487603305785,0.28760330578512394,0.3547107438016528,0.09689288634505316
1018,CAF (An. gambiae),0.7928273561301085,0.2143801652892562,0.28727272727272724,0.3543801652892561,0.07440246723207418
1019,CAF (An. gambiae),0.6065054211843205,0.39900826446280974,0.4560330578512397,0.48049586776859504,0.013877381938690446
1020,CAF (An. gambiae),0.8298582151793161,0.1776859504132232,0.26297520661157026,0.3538842975206612,0.14000000000000015
1021,CAF (An. gambiae),0.8345287739783153,0.17305785123966946,0.27024793388429746,0.3535537190082644,0.15759312320916924
1022,CAF (An. gambiae),0.8742285237698082,0.1337190082644628,0.21471074380165286,0.30380165289256195,0.2428924598269469
1023,CAF (An. gambiae),0.8572143452877397,0.15057851239669426,0.24231404958677685,0.3454545454545454,0.24862788144895737
1024,CAF (An. gambiae),0.8645537948290242,0.14330578512396694,0.23322314049586773,0.357190082644628,0.33333333333333337
1025,CAF (An. gambiae),0.5926605504587157,0.41272727272727255,0.4821487603305785,0.532396694214876,0.018822587104525057
